# The Sustainable Society Index 2016 by the Sustainable Society Foundation
#
# See Geurt Van de Kerk and Arthur R. Manuel, A comprehensive index for
# a sustainable society: The SSI -- The Sustainable Society Index,
# Ecological Economics 66(2-3), 2008, pp. 228-242,
# doi:10.1016/j.ecolecon.2008.01.029
# and
# http://www.ssfindex.com/ssi/calculation-methodology/
#
# This CSV file lists the 21 indicators, each mapped onto the 0-10 scale.
"Country","SufficientFood","SufficientWater","SafeSanitation","Education","HealthyLife","GenderEquality","IncomeDistribution","PopulationGrowth","GoodGovernance","Biodiversity","RenewableWaterResources","Consumption","EnergyUse","EnergySavings","GreenhouseGases","RenewableEnergy","OrganicFarming","GenuineSavings","GDP","Employment","PublicDebt"
"Moldova",10,8.84,7.64,7.070742,7.48333333333333,7.42,8.61151754696449,8.07085221161061,4.46658714860678,4.77683469801647,9.132,7.5090471534185,8.144,6.44670050761421,7.9625,1,2.80273484304451,8.89263714868494,2.91317629848552,7.11770315974639,7.69378101967653
"Mongolia",7.95,6.42,5.91,8.593659,7.01666666666667,7.09,6.82885161827642,4.50588455541872,4.86865812043349,8.10693569286027,9.8417,1,6.306,1,3.7607,1,1,8.25234955516931,5.55554095749725,6.18783380003785,5.46132025057059
"Montenegro",10,9.96,9.56,8.866264,7.98333333333333,7,6.05033480453608,7.83772222489073,5.28910748505344,10,9.75,4.4873315304035,6.924,9.76315789473684,6.429,3.30735341471268,2.33034406123174,8.58819925023878,6.79261744397509,1.48080380946644,2.60871749604503
"Morocco",10,8.53,7.66,7.163932,7.51666666666667,5.93,4.47630179890813,5.32624988277713,4.47965209123989,8.04710956755546,6.431,6.64859922816737,8.88,3.68421052631579,8.4343,1,1.06459819829324,8.9447240761458,4.28841224631267,3.60594947050882,3.69139850793215
"Mozambique",7.47,5.09,2.04,5.861746,4.93333333333333,7.41,2.35539585428518,1.93299597768138,3.91852056483428,5.86859724306315,9.9527,7.65833575914457,9.146,3.89975550122249,9.8577,8.92776279072566,1.07010679805373,8.30043251739791,1,1.0435048077411,1.00777758607521
"Myanmar",8.58,8.05,7.95,5.211817,6.51666666666667,6.8,1.7204486382305,6.44980659597882,2.59541064500809,2.15168578887732,9.7155,5.54065244268585,9.278,1,9.634,6.06710170066387,1.09915816795602,9.50905552153847,3.30855397378086,7.18923736860022,8.8240894009356
"Namibia",5.77,9.03,3.4,7.02607,6.25,7.6,1,3.13202862201455,5.55379261945685,7.14164814342455,9.9237,5.13138484541437,8.498,3.21683309557774,8.5045,1.9936448620903,1.1727295811092,9.085065781857,5.48720394351773,1.55672624429558,8.89168330869673
"Nepal",9.22,9.07,4.42,7.373143,6.86666666666667,6.58,7.40923757859498,5.71104165874519,3.65037700533867,7.75,9.5482,7.28486097879556,9.17,2.69736842105263,9.7897,8.32305547749535,1.48117363621402,9.51746010942789,1.58572954348746,7.63379490696776,8.95443704061746
"Netherlands",10,10,9.77,10,8.7,7.76,8.09064341583447,7.3538405554026,8.40321815013886,7.98115482090601,8.822,3.16353408977354,1.348,8.48189415041783,1.2038,1,5.24018506646944,9.08602076536754,9.72070573562453,5.01576064282653,3.2574615213824
"New Zealand",10,10,10,10,8.6,7.82,3.86741023454501,5.75139355380298,8.73662185668945,7.6799305001709,9.8409,1,1,2.62639449323522,2.9926,3.99918769663854,2.86543800326072,8.89533389484405,9.19441429521128,5.71209069296289,8.95204419698035
"Nicaragua",8.34,8.69,6.78,6.984366,7.30000000000002,7.76,1.76274245132616,5.80455450029228,3.93986326331894,6.00494432441416,9.90608,6.85566376834957,8.782,1,9.2447,5.91406245947173,2.35624498251479,8.71269717011529,2.97431563340466,5.88604958451607,8.8534151873221
"Niger",9.05,5.81,1.08,3.662944,5.7,6.2,7.82292696873713,1,3.58960800866286,7.68392279150549,9.7111,5.11456633491602,9.698,2.44525547445256,9.8973,7.37735293404336,1.00134819283019,7.7744715618664,1,6.00495584539038,7.28946591830651
"Nigeria",9.3,6.76,2.93,5.566594,4.61666666666667,6.38,3.15242919385212,2.27487666446911,2.62627081076304,2.9020548546834,9.5419,6.82169846213036,8.482,4.76728723404255,9.661,8.09639462488255,1.0151511753932,8.64058725326522,3.39195395590805,4.72366552741015,9.62337792619194
"Norway",10,10,9.81,9.794208,8.66666666666667,8.5,8.81828597502889,5.71463636517581,8.52074853579203,6.41195182875877,9.923,1,1,9.82696467195386,3.1262,4.55625019480852,7.14925942297256,9.25565595810193,9.987458893392,7.11770315974639,9.06293993826042
"Oman",10,9.34,9.67,7.747225,7.76666666666667,6.04,6.44036421083141,1,5.47088231643041,3.00589822294023,1.529,4.2809633904338,1,7.41821327461466,1,1,1.00468539678968,1.00480316765159,9.54672379024203,4.86752265244034,8.57102880137471
"Pakistan",7.8,9.13,6.18,4.909743,6.3,5.59,8.53379381545784,3.67690311594413,2.93145477771759,4.84108551266086,2.565,8.64137034507999,9.028,5.7,9.2573,3.87803176915567,1.20171399075508,8.9157243051951,2.9559653556606,5.94520559309774,3.55387921931555
"Panama",9.05,9.44,7.45,7.597369,8.01666666666667,7.22,1,4.78945728491521,5.26043251653512,6.25282485875707,9.92556,5.49826189130963,7.822,2.69307923771314,7.2634,1.90954516226199,2.40863381789716,9.35389031433173,7.83722100206448,6.50509082315841,8.27633204076761
"Papua New Guinea",10,4,1.89,3.7,6.06666666666667,7.1,2.31978377727149,3.65199867347617,3.97877522433798,3.75701232720928,9.951,4.77782786362726,9.236,1,9.1815,3.02944461774306,4.14740915579104,7.25520153665611,1.70639733667984,7.78800783071405,7.80641907439101
"Paraguay",8.96,9.66,8.78,7.158764,7.53333333333333,6.66,1.28220992480881,5.42059395222336,3.92087434232235,5.5,9.93778,1,8.422,4.51550387596899,9.2084,10,1.56744363597484,8.52409321460648,4.49444240665284,6.37628151621773,9.1337633732224
"Peru",9.25,8.63,7.54,8.362492,7.61666666666667,6.83,1.79392018882443,5.44824296284297,4.563276655972,6.922890625,9.92787,4.6509319637927,8.464,1,8.4569,2.04490140621641,3.37137901298324,8.85264312367686,5.68571488982841,6.5704683234723,9.19398721058793
"Philippines",8.65,9.15,7.32,8.513391,6.85,7.9,4.0121200278843,4.86984397073943,4.6111381649971,8.59733260388369,8.27,7.46718861628625,9.038,2.2926267281106,9.0346,3.79864329553261,2.85135012366747,9.4508349335148,4.00318116314962,4.9164420214965,8.55666924018551
"Poland",10,9.83,9.72,9.73183,8.11666666666667,7.15,7.23018664581009,8.0723954896982,6.75246139367422,8.27050798343703,8.104,3.9960621892793,5.114,6.5816717791411,2.7491,1,6.89029316000939,8.52139314945137,8.44466236349597,3.98519048685662,6.38473789496539
"Portugal",10,10,9.97,9.906261,8.56666666666667,7.31,4.46390528359477,8.83117534621935,6.89893118540446,4.21163968555097,8.818,4.22971595351013,5.93,7.11426000899685,5.884,2.61624967180333,8.15407805419573,6.43753415728793,8.52947393262862,2.41714021507366,1
"Qatar",10,10,9.8,6.265798,7.96666666666666,6.45,1,1,6.22065550088882,3.21660206718346,1,5.87570318585494,1,1,1,1,1,9.4681333157515,10,9.70445532391647,7.39346719109953
"Romania",10,10,7.9,8.556917,7.8,6.93,8.72546965401194,8.66135715673337,5.35451184647779,4.89007443332664,9.673,5.83950182289973,6.818,7.00867052023121,6.5766,1.93252796805198,4.63423707363743,9.27585199087472,7.69387055265548,4.9658530379141,8.19883860590147
"Russia",10,9.69,7.22,9.212781,7.23333333333334,6.94,3.81685657698864,7.65147667273777,3.68365905185541,3.25840614912821,9.8652,3.93581900073527,1,4.35671301099813,1,1,1.25298713839771,8.73766065616631,8.15448722862299,6.00495584539038,9.46680480005434
"Rwanda",6.84,7.55,6.08,7.275302,6.1,6.8,1.84145516109599,3.00992576961579,4.96362069311241,5.74754526211245,9.8872,7.36249560840428,9.322,5.36337209302325,9.8466,8.34119150020235,1.24937761690756,7.44230600575144,1.25679163523806,9.41764531338907,8.00499779393377
"Saudi Arabia",10,9.7,10,9.567571,7.4,6.05,6.44036421083141,3.24578421190521,4.5209589151976,4.3069799599012,1,5.3120657977387,1,3.83007723761926,1,1,1.04859910593946,9.35338717564203,9.79570148039361,5.71209069296289,9.50639955133543
"Senegal",9,7.78,4.71,4.693409,6.38333333333333,6.98,4.06569659740599,1.07122127183897,4.810089631627,7.71872466118383,9.4301,6.97184997248744,9.46,7.19594594594594,9.5718,4.58852853968242,1.16253599071837,8.63775141423932,1.63533704919797,3.67879441171442,5.24460958283372
"Serbia",10,9.92,9.65,8.410501,7.95,7.2,7.86931366551796,8.79008257040714,5.09781554838022,4.55852739533362,9.7441,6.52739138628123,6.28,8.28117702008407,4.6543,1.51088194337964,1.4146194119561,8.58819925023878,6.08704289188149,1.0860910053874,1.62333755980958
"Sierra Leone",7.77,6.16,1.31,4.635126,4.06666666666666,6.2,6.87605588954351,3.44036771692834,3.52182767788569,4.29588306000866,9.98674,6.11491076673821,9.322,5.36337209302325,9.8466,8.34119150020235,1,7.38628272291927,1.11426384893448,7.18923736860022,6.27367403205361
"Singapore",10,10,10,10,8.98333333333333,7.11,2.6713530196585,4.75565375942293,8.18506812552611,3.91619519094767,5.811,3.10637784323867,1,4.42069516580104,1.7139,1,1,9.57183555448707,10,7.40818220681718,1
"Slovak Republic",10,10,9.88,8.185137,8.01666666666667,6.75,8.14686357953125,7.79247798482952,6.4517355983456,7.75274805231476,9.8884,5.84990483970687,4.114,7.58909533962839,4.5868,1,9.16545856977694,5.8128579474513,8.76790767471383,2.6447725625532,6.35178844150058
"Slovenia",10,9.95,9.91,9.84576,8.51666666666667,7.84,8.90121018673365,7.76750499732289,6.69200950860977,7.75253256150507,9.6373,4.8542782608061,3.528,7.38960313024035,3.8119,1.8347401354762,9.03432261947691,8.61546918039979,8.84024771428803,3.86741023454501,1.46561139267061
"South Africa",10,9.28,6.58,7.513661,5.73333333333333,7.59,1,4.84364591868734,5.4245875403285,7.20695018294749,9.681,6.7800076626673,4.554,5.60910068075959,1.9009,1.0801277610402,1.04411039404254,6.28073798285578,5.85058533319335,1,6.49143400644382
"Spain",10,10,9.99,10,8.73333333333333,7.42,3.41800032995985,8.29751379226355,6.56940155227979,7.78851782883574,6.704,5.15727139132873,5.068,7.53279883381924,5.0071,1.55102256265982,8.38495301139478,7.94446072006104,9.14562555257983,1,1
"Sri Lanka",7.8,9.56,9.51,7.884296,7.83333333333333,6.86,5.50982279160868,6.43320879619951,4.51634577661753,7.73404255319149,7.547,7.31713077962821,8.962,2.51059322033898,9.189,4.9731507546058,4.91435512716361,9.10312497295013,5.24837714628324,6.31283651527316,1.91021493915155
"Sudan",10,5.55,2.36,4.770471,5.98333333333333,6,5.70862981421448,3.56652286359228,1.77374037106832,3.16497030275476,2.876,6.33228774053513,9.238,3.6878453038674,9.661,6.82387311017389,1.21140130614508,7.81398054503292,2.59544047121959,2.27637684041968,5.00759998986669
"Sweden",10,10,9.93,10,8.66666666666667,8.23,7.95938435483847,6.30487731097071,8.47686453660329,7.7524146006941,9.8455,1,1,7.12785556374355,6.1409,3.58531469630772,9.84956895377605,9.17397471784386,9.69747920224037,4.49328964117222,7.87169968282778
"Switzerland",10,10,9.99,8.809048,8.85,7.85,7.3309035141487,5.79857385112401,8.65840037663778,7.09437270852482,9.6252,4.91556028487943,3.88,7.05458908218356,5.3917,2.10956306061744,9.62819563090991,8.97487720902821,9.88608420805968,6.37628151621773,7.57718622382342
"Syria",8,9.01,9.57,5.411574,5.98333333333333,5.68,6.40023746122708,10,1.47996513048808,3.03828522488604,1.583,7.66646431901585,9.026,10,8.7558,1,1.31760499268661,3.11436867309619,3.49242711558422,3.39595519167667,8.94706701670502
"Taiwan",9.37,10,10,9.56,8.86666666666667,6.7,6.18783391806141,7.45802471277283,7.13259543975194,7.75,7.42,2.36666666666667,1,4.40558747770953,1,1,2.4434974210467,8.47155540978603,9.65298694411825,6.77056874498165,8.33716025920782
"Tajikistan",6.68,7.37,9.5,7.014525,7.01666666666667,6.75,7.74486108359284,3.34173929321597,3.0556575457255,7.75365853658537,4.83,7.40638625642174,9.324,1,9.4382,4.90597534248236,1.58008852805377,8.8158116926629,1.76443360257597,3.36216506532374,6.71247926830352
"Tanzania",6.79,5.55,1.5,5.229812,5.7,7.18,5.76016989548479,1,4.03459700445334,7.69759693053312,9.4615,6.14538174153791,9.042,3.56512141280353,9.7999,8.55989552975342,2.10791392876892,8.9852684427136,1.9104133378123,7.33446963218984,7.90118997821671
"Thailand",9.26,9.78,9.3,7.941043,7.8,7.06,5.20723425220957,7.29911234830761,4.4321429481109,7.76251720418108,8.63,6.24582685674907,6.02,1.84493491794001,6.4043,1.95664471342893,1.41829956955207,8.74052474679567,6.72405922714558,9.1393118745021,7.73323207545837
"Togo",8.86,6.24,1.16,7.189398,5.46666666666667,6.2,2.57212315925227,2.28004020436528,3.37829884390036,7.38503549972693,9.885,7.28455510801401,9.072,6.18069815195072,9.758,8.00283770525124,1.96420320196463,1,1.04895905183466,5.01576064282653,4.37889479523569
"Trinidad and Tobago",9.26,9.51,9.15,6.730071,7.21666666666667,7.2,3.79083038103399,7.15470846982833,5.17301881313324,7.76700976971389,9.1245,6.56893357402677,1,6.08868299139643,1,1,1,2.02113441909496,8.885291593919,6.70320046035639,4.01456110671894
"Tunisia",10,9.77,9.16,7.950453,7.78333333333333,6.255,5.54540528542126,6.12742037060838,4.46897967470189,5.13512954303844,3.029,5.91110184330307,8.088,5.48717948717949,7.7259,1.11159272956891,3.62749433325201,3.4375890242369,5.41105430821525,2.6447725625532,5.13340117171916
"Turkey",10,10,9.45,9.576072,7.7,6.24,3.89576875310853,4.63670862877572,4.77418954918782,2.85944690082529,8.017,5.30313268442853,6.828,2.86105407255305,5.9917,1,4.5758184440257,8.61524098988678,7.57892944936162,3.98519048685662,8.90850390173873
"Turkmenistan",10,6.04,6.27,6.127736,6.63333333333333,6.9,5.39740577623613,5.55303035209107,2.45015826821327,3.44399165833209,1,5.53425418473527,1,1.99377639475439,1,1,1.54803387582603,8.62819089165625,6.80345312863593,3.49937749111155,9.25095485617425
"Uganda",7.45,7.89,1.9,6.284164,5.66666666666667,7.08,3.79686243681511,1,3.75328341126442,7.47125943537755,9.84,6.12617402426813,9.322,5.36337209302325,9.8466,8.34119150020235,4.14594856652384,6.77167071325954,1.3573007733021,6.83861412473262,8.36516927396531
"Ukraine",10,9.63,9.59,9.611342,7.35,7.02,9.70489746197242,8.47322267993675,3.40145967155695,3.71509172727778,9.1529,6.9284445095848,5.34,9.82334603394527,4.7857,1,2.93968053303983,3.44131774807166,4.22595600229694,4.63013077142501,1
"United Arab Emirates",10,9.96,9.75,6.265798,8.05,6.46,6.44036421083141,5.74883929501067,6.38307787974675,5.49066440530464,1,3.8401242874923,1,3.82206021331173,1,1,2.54479856856357,9.04790769395312,9.97923836403659,6.97676332724591,9.3658704417446
"United Kingdom",10,10,9.92,9.981089,8.56666666666667,7.58,6.77886431520647,6.65360697733406,7.93253133694331,7.77857756058905,9.4546,3.98973881684727,4.446,8.51284432064376,3.6864,1,5.78425721985122,6.99346163846198,9.4495546793669,5.32591790848515,1
"United States",10,9.92,10,9.639419,8.18333333333333,7.4,2.65568530505785,6.58679486238765,7.44621690114339,6.75634332130907,8.636,2.28249816028817,1,5.72027972027972,1,1,2.3266996627026,7.89338758370357,9.85749371393086,5.3794444785515,1
"Uruguay",10,9.96,9.63,8.986873,7.98333333333333,6.79,3.07602360202198,7.3996438896965,6.71226249138514,3.71951499890525,9.7875,3.56874965773836,7.244,1.55243600330306,8.167,5.54699378536708,9.01016080998093,8.24823731892828,7.69823027029606,4.9658530379141,3.95728338112931
"Uzbekistan",10,8.73,10,6.801979,7.06666666666667,6.9,5.86442558265936,4.80617948991312,2.76998080809911,4.09337891181767,9.84,6.9831071590613,7.16,6.53668208856576,6.8172,1,1,8.62819089165625,3.48594934692062,3.46455797113818,9.53584586944952
"Venezuela",10,9.31,9.44,8.778135,7.53333333333333,6.91,1,5.3071769149952,2.26742736498515,7.73444979589439,9.823,5.22117347488183,5.602,7.97475961538462,3.9,1.21986013618438,1,8.94478154977802,6.38923840213922,4.23162066175397,8.53558293976826
"Vietnam",8.9,9.64,7.63,6.577157,7.76666666666666,6.87,4.91530316243671,5.97628762025091,4.06473918546302,6.74362726410311,9.0741,7.14446220647526,9.236,1,8.4205,3.05901007868948,1.89440864773551,8.97276619738386,3.50305750742575,7.94533606291966,4.08605236596827
"Yemen",7.39,5.49,5.33,5.477584,6.28333333333334,4.84,6.28556556645798,2.5867622728893,2.05500082174937,2.75014205352577,1,7.99159668271848,9.432,8.54984894259819,9.1851,1,1.54803387582603,1.30172322133108,1.67459844013945,1.75520407312568,3.11766991080388
"Zambia",5.22,6.46,4.37,8.490145,5.61666666666667,6.5,1,1.21962213374141,4.46974098682404,7.72756929373843,9.85,7.50190559892545,8.72,3.55371900826446,9.7972,8.97994785334989,1.0723692396539,6.95630667223129,2.34814536099706,2.6447725625532,5.10379018274899
"Zimbabwe",6.66,7.71,3.7,5.914833,5.35,6.607,2.12247973826743,3.30696642717755,2.39967266718547,7.24113600161227,8.215,7.20694499363286,8.55,3.61717612809316,9.2466,7.04757970086462,1.00650069992162,7.63417391892829,1.40445593519614,5.82748246816469,5.74900691037051
