"timestamp","dataset","method","n_clusters","n_threads","elapsed_time"
1594375846.7878726,"sipu/birch1","Genie_0.1",100,0,0.020774364471435547
1594375846.8124137,"sipu/birch1","Genie_0.3",100,0,0.024506330490112305
1594375846.8434696,"sipu/birch1","Genie_0.5",100,0,0.03102254867553711
1594375846.863271,"sipu/birch1","Genie_0.1",1000,0,0.01976752281188965
1594375846.8864126,"sipu/birch1","Genie_0.3",1000,0,0.023108959197998047
1594375846.9179475,"sipu/birch1","Genie_0.5",1000,0,0.03150177001953125
1594375847.7736018,"sipu/birch2","Genie_0.3",10,1,0.4602320194244385
1594375857.520444,"sipu/birch2","Genie_0.3_approx",10,1,9.746805667877197
1594375858.0743885,"sipu/birch2","sklearn_kmeans",10,1,0.5539112091064453
1594375858.5568876,"sipu/birch2","Genie_0.3",10,3,0.46164917945861816
1594375863.6456518,"sipu/birch2","Genie_0.3_approx",10,3,5.088728427886963
1594375864.1594472,"sipu/birch2","sklearn_kmeans",10,3,0.5137603282928467
1594375864.6409426,"sipu/birch2","Genie_0.3",10,6,0.4606003761291504
1594375869.2747414,"sipu/birch2","Genie_0.3_approx",10,6,4.633762836456299
1594375869.8074434,"sipu/birch2","sklearn_kmeans",10,6,0.5326683521270752
1594375870.2957284,"sipu/birch2","Genie_0.3",10,12,0.4659416675567627
1594375874.876983,"sipu/birch2","Genie_0.3_approx",10,12,4.581219434738159
1594375875.4797232,"sipu/birch2","sklearn_kmeans",10,12,0.6027061939239502
1594375875.9652793,"sipu/birch2","Genie_0.3",100,1,0.4642930030822754
1594375885.9780848,"sipu/birch2","Genie_0.3_approx",100,1,10.012770652770996
1594375891.1604307,"sipu/birch2","sklearn_kmeans",100,1,5.182311534881592
1594375891.6421897,"sipu/birch2","Genie_0.3",100,3,0.460843563079834
1594375896.706974,"sipu/birch2","Genie_0.3_approx",100,3,5.064730644226074
1594375901.9552014,"sipu/birch2","sklearn_kmeans",100,3,5.2481913566589355
1594375902.4380882,"sipu/birch2","Genie_0.3",100,6,0.462047815322876
1594375907.3606863,"sipu/birch2","Genie_0.3_approx",100,6,4.922562122344971
1594375912.5580282,"sipu/birch2","sklearn_kmeans",100,6,5.19730806350708
1594375913.0423894,"sipu/birch2","Genie_0.3",100,12,0.4633018970489502
1594375918.111806,"sipu/birch2","Genie_0.3_approx",100,12,5.06938099861145
1594375923.373441,"sipu/birch2","sklearn_kmeans",100,12,5.2616002559661865
1594375923.8559115,"sipu/birch2","Genie_0.3",1000,1,0.4607200622558594
1594375934.1385953,"sipu/birch2","Genie_0.3_approx",1000,1,10.282649278640747
1594375999.7235682,"sipu/birch2","sklearn_kmeans",1000,1,65.58493685722351
1594376000.2138047,"sipu/birch2","Genie_0.3",1000,3,0.46739816665649414
1594376005.2868485,"sipu/birch2","Genie_0.3_approx",1000,3,5.073007106781006
1594376068.1882653,"sipu/birch2","sklearn_kmeans",1000,3,62.90138101577759
1594376068.6725829,"sipu/birch2","Genie_0.3",1000,6,0.46312594413757324
1594376072.8718982,"sipu/birch2","Genie_0.3_approx",1000,6,4.199279546737671
1594376135.662998,"sipu/birch2","sklearn_kmeans",1000,6,62.79106521606445
1594376136.1504223,"sipu/birch2","Genie_0.3",1000,12,0.4663269519805908
1594376140.8613052,"sipu/birch2","Genie_0.3_approx",1000,12,4.710848569869995
1594376205.0651639,"sipu/birch2","sklearn_kmeans",1000,12,64.20382237434387
1594376205.0866709,"sipu/birch2","Genie_0.1",10,0,0.0214691162109375
1594376205.1113505,"sipu/birch2","Genie_0.3",10,0,0.024645566940307617
1594376205.1428266,"sipu/birch2","Genie_0.5",10,0,0.03144192695617676
1594376205.164008,"sipu/birch2","Genie_0.1",100,0,0.021126270294189453
1594376205.1885998,"sipu/birch2","Genie_0.3",100,0,0.02455759048461914
1594376205.2205536,"sipu/birch2","Genie_0.5",100,0,0.031920671463012695
1594376205.2403922,"sipu/birch2","Genie_0.1",1000,0,0.01980280876159668
1594376205.2637618,"sipu/birch2","Genie_0.3",1000,0,0.023335695266723633
1594376205.294813,"sipu/birch2","Genie_0.5",1000,0,0.031018733978271484
1594376206.2849212,"sipu/worms_2","Genie_0.3",10,1,0.5796666145324707
1594376219.0028255,"sipu/worms_2","Genie_0.3_approx",10,1,12.71786880493164
1594376220.0385919,"sipu/worms_2","sklearn_kmeans",10,1,1.035731315612793
1594376220.638785,"sipu/worms_2","Genie_0.3",10,3,0.5792717933654785
1594376226.2497866,"sipu/worms_2","Genie_0.3_approx",10,3,5.610965251922607
1594376227.2067378,"sipu/worms_2","sklearn_kmeans",10,3,0.9569170475006104
1594376227.803233,"sipu/worms_2","Genie_0.3",10,6,0.5755345821380615
1594376231.5099444,"sipu/worms_2","Genie_0.3_approx",10,6,3.7066760063171387
1594376232.3729837,"sipu/worms_2","sklearn_kmeans",10,6,0.8630025386810303
1594376232.973949,"sipu/worms_2","Genie_0.3",10,12,0.5791459083557129
1594376236.1579738,"sipu/worms_2","Genie_0.3_approx",10,12,3.1839888095855713
1594376237.1914077,"sipu/worms_2","sklearn_kmeans",10,12,1.0333991050720215
1594376237.7873335,"sipu/worms_2","Genie_0.3",100,1,0.5745999813079834
1594376250.428641,"sipu/worms_2","Genie_0.3_approx",100,1,12.64127254486084
1594376263.772282,"sipu/worms_2","sklearn_kmeans",100,1,13.343608617782593
1594376264.3707068,"sipu/worms_2","Genie_0.3",100,3,0.5773975849151611
1594376269.981088,"sipu/worms_2","Genie_0.3_approx",100,3,5.610347032546997
1594376281.306321,"sipu/worms_2","sklearn_kmeans",100,3,11.325199127197266
1594376281.906801,"sipu/worms_2","Genie_0.3",100,6,0.5794193744659424
1594376285.6102834,"sipu/worms_2","Genie_0.3_approx",100,6,3.70344614982605
1594376296.5711184,"sipu/worms_2","sklearn_kmeans",100,6,10.960800409317017
1594376297.1700299,"sipu/worms_2","Genie_0.3",100,12,0.5775680541992188
1594376300.3557882,"sipu/worms_2","Genie_0.3_approx",100,12,3.1857223510742188
1594376312.7116387,"sipu/worms_2","sklearn_kmeans",100,12,12.355813026428223
1594376313.3096793,"sipu/worms_2","Genie_0.3",1000,1,0.5769078731536865
1594376325.9730875,"sipu/worms_2","Genie_0.3_approx",1000,1,12.66337251663208
1594376450.9025471,"sipu/worms_2","sklearn_kmeans",1000,1,124.92942500114441
1594376451.502715,"sipu/worms_2","Genie_0.3",1000,3,0.5792422294616699
1594376457.1285756,"sipu/worms_2","Genie_0.3_approx",1000,3,5.625823020935059
1594376565.6882865,"sipu/worms_2","sklearn_kmeans",1000,3,108.55967378616333
1594376566.2937317,"sipu/worms_2","Genie_0.3",1000,6,0.5838704109191895
1594376570.0134432,"sipu/worms_2","Genie_0.3_approx",1000,6,3.7196762561798096
1594376682.3726249,"sipu/worms_2","sklearn_kmeans",1000,6,112.35914635658264
1594376682.970895,"sipu/worms_2","Genie_0.3",1000,12,0.5765984058380127
1594376686.1632514,"sipu/worms_2","Genie_0.3_approx",1000,12,3.1923186779022217
1594376804.4230123,"sipu/worms_2","sklearn_kmeans",1000,12,118.25972533226013
1594376804.4465115,"sipu/worms_2","Genie_0.1",10,0,0.023441553115844727
1594376804.476398,"sipu/worms_2","Genie_0.3",10,0,0.029850244522094727
1594376804.5140955,"sipu/worms_2","Genie_0.5",10,0,0.03766131401062012
1594376804.5366728,"sipu/worms_2","Genie_0.1",100,0,0.022539615631103516
1594376804.5668213,"sipu/worms_2","Genie_0.3",100,0,0.030112743377685547
1594376804.6042116,"sipu/worms_2","Genie_0.5",100,0,0.0373530387878418
1594376804.62525,"sipu/worms_2","Genie_0.1",1000,0,0.02099776268005371
1594376804.6541688,"sipu/worms_2","Genie_0.3",1000,0,0.02888345718383789
1594376804.6905808,"sipu/worms_2","Genie_0.5",1000,0,0.036376237869262695
1594377125.5817723,"sipu/worms_64","Genie_0.3",10,1,318.0671224594116
1594377154.6714783,"sipu/worms_64","Genie_0.3_approx",10,1,29.089669227600098
1594377160.4934895,"sipu/worms_64","sklearn_kmeans",10,1,5.821974992752075
1594377276.5576503,"sipu/worms_64","Genie_0.3",10,3,116.04334759712219
1594377288.2236931,"sipu/worms_64","Genie_0.3_approx",10,3,11.666005849838257
1594377291.6417134,"sipu/worms_64","sklearn_kmeans",10,3,3.417983293533325
1594377369.1888874,"sipu/worms_64","Genie_0.3",10,6,77.5261619091034
1594377377.4522421,"sipu/worms_64","Genie_0.3_approx",10,6,8.26331377029419
1594377380.932518,"sipu/worms_64","sklearn_kmeans",10,6,3.4802401065826416
1594377450.8776963,"sipu/worms_64","Genie_0.3",10,12,69.92144846916199
1594377457.856565,"sipu/worms_64","Genie_0.3_approx",10,12,6.978830575942993
1594377462.223401,"sipu/worms_64","sklearn_kmeans",10,12,4.366801023483276
1594377780.7294495,"sipu/worms_64","Genie_0.3",100,1,318.4842517375946
1594377809.884567,"sipu/worms_64","Genie_0.3_approx",100,1,29.155081510543823
1594377857.5812004,"sipu/worms_64","sklearn_kmeans",100,1,47.69659996032715
1594377974.2115057,"sipu/worms_64","Genie_0.3",100,3,116.60896444320679
1594377985.9793406,"sipu/worms_64","Genie_0.3_approx",100,3,11.767797231674194
1594378023.0031104,"sipu/worms_64","sklearn_kmeans",100,3,37.0237340927124
1594378100.5367734,"sipu/worms_64","Genie_0.3",100,6,77.51143217086792
1594378108.8439255,"sipu/worms_64","Genie_0.3_approx",100,6,8.307111978530884
1594378147.2192864,"sipu/worms_64","sklearn_kmeans",100,6,38.37532567977905
1594378217.2159615,"sipu/worms_64","Genie_0.3",100,12,69.97468042373657
1594378224.1915157,"sipu/worms_64","Genie_0.3_approx",100,12,6.975513696670532
1594378293.9711769,"sipu/worms_64","sklearn_kmeans",100,12,69.77962684631348
1594378611.450784,"sipu/worms_64","Genie_0.3",1000,1,317.4568021297455
1594378640.1116216,"sipu/worms_64","Genie_0.3_approx",1000,1,28.66080141067505
1594379108.6863534,"sipu/worms_64","sklearn_kmeans",1000,1,468.5746955871582
1594379225.318615,"sipu/worms_64","Genie_0.3",1000,3,116.61121606826782
1594379237.1390717,"sipu/worms_64","Genie_0.3_approx",1000,3,11.820420265197754
1594379591.8016121,"sipu/worms_64","sklearn_kmeans",1000,3,354.6625039577484
1594379669.333375,"sipu/worms_64","Genie_0.3",1000,6,77.50962662696838
1594379677.7119071,"sipu/worms_64","Genie_0.3_approx",1000,6,8.378493547439575
1594380042.2537155,"sipu/worms_64","sklearn_kmeans",1000,6,364.54177236557007
1594380112.1246963,"sipu/worms_64","Genie_0.3",1000,12,69.84966087341309
1594380119.0930922,"sipu/worms_64","Genie_0.3_approx",1000,12,6.9683568477630615
1594380510.096017,"sipu/worms_64","sklearn_kmeans",1000,12,391.0028693675995
1594380510.116108,"sipu/worms_64","Genie_0.1",10,0,0.02005171775817871
1594380510.1348205,"sipu/worms_64","Genie_0.3",10,0,0.01867532730102539
1594380510.1483567,"sipu/worms_64","Genie_0.5",10,0,0.013500690460205078
1594380510.167789,"sipu/worms_64","Genie_0.1",100,0,0.01937556266784668
1594380510.1865716,"sipu/worms_64","Genie_0.3",100,0,0.018746614456176758
1594380510.1999395,"sipu/worms_64","Genie_0.5",100,0,0.013330936431884766
1594380510.2191997,"sipu/worms_64","Genie_0.1",1000,0,0.019204378128051758
1594380510.2376347,"sipu/worms_64","Genie_0.3",1000,0,0.018398284912109375
1594380510.2514043,"sipu/worms_64","Genie_0.5",1000,0,0.013733863830566406
1594382273.6192977,"mnist/digits","Genie_0.3",10,1,1746.7191090583801
1594382364.1095428,"mnist/digits","Genie_0.3_approx",10,1,90.49020862579346
1594382420.7194912,"mnist/digits","sklearn_kmeans",10,1,56.60991382598877
1594383042.9510095,"mnist/digits","Genie_0.3",10,3,622.2109177112579
1594383092.6854663,"mnist/digits","Genie_0.3_approx",10,3,49.73442244529724
1594383121.4256747,"mnist/digits","sklearn_kmeans",10,3,28.740175247192383
1594383551.240619,"mnist/digits","Genie_0.3",10,6,429.79409193992615
1594383594.1077175,"mnist/digits","Genie_0.3_approx",10,6,42.86706018447876
1594383620.407159,"mnist/digits","sklearn_kmeans",10,6,26.299405336380005
1594384032.4780881,"mnist/digits","Genie_0.3",10,12,412.04954075813293
1594384075.1980922,"mnist/digits","Genie_0.3_approx",10,12,42.719964027404785
1594384102.8067036,"mnist/digits","sklearn_kmeans",10,12,27.608578205108643
1594385853.5051997,"mnist/digits","Genie_0.3",100,1,1750.6769831180573
1594385943.7139099,"mnist/digits","Genie_0.3_approx",100,1,90.20867419242859
1594386219.4395502,"mnist/digits","sklearn_kmeans",100,1,275.7256064414978
1594386837.578638,"mnist/digits","Genie_0.3",100,3,618.1183042526245
1594386887.5972865,"mnist/digits","Genie_0.3_approx",100,3,50.01859426498413
1594387096.686636,"mnist/digits","sklearn_kmeans",100,3,209.08931374549866
1594387526.7947304,"mnist/digits","Genie_0.3",100,6,430.08627104759216
1594387569.7144597,"mnist/digits","Genie_0.3_approx",100,6,42.91969060897827
1594387787.3388526,"mnist/digits","sklearn_kmeans",100,6,217.62435960769653
1594388199.555434,"mnist/digits","Genie_0.3",100,12,412.1946725845337
1594388242.3344777,"mnist/digits","Genie_0.3_approx",100,12,42.779003858566284
1594388508.5076387,"mnist/digits","sklearn_kmeans",100,12,266.17312693595886
1594390256.6340544,"mnist/digits","Genie_0.3",1000,1,1748.105010509491
1594390346.7115445,"mnist/digits","Genie_0.3_approx",1000,1,90.07745552062988
1594392150.3717961,"mnist/digits","sklearn_kmeans",1000,1,1803.6601967811584
1594392766.9389622,"mnist/digits","Genie_0.3",1000,3,616.5456881523132
1594392816.750216,"mnist/digits","Genie_0.3_approx",1000,3,49.811217069625854
1594394492.5823908,"mnist/digits","sklearn_kmeans",1000,3,1675.8321404457092
1594394922.5837688,"mnist/digits","Genie_0.3",1000,6,429.98055720329285
1594394965.4195206,"mnist/digits","Genie_0.3_approx",1000,6,42.83571195602417
1594396657.1011333,"mnist/digits","sklearn_kmeans",1000,6,1691.6815793514252
1594397069.2902195,"mnist/digits","Genie_0.3",1000,12,412.16808700561523
1594397112.0021935,"mnist/digits","Genie_0.3_approx",1000,12,42.71193504333496
1594398806.1909676,"mnist/digits","sklearn_kmeans",1000,12,1694.188738822937
1594398806.2079647,"mnist/digits","Genie_0.1",10,0,0.016955137252807617
1594398806.2236414,"mnist/digits","Genie_0.3",10,0,0.01562643051147461
1594398806.237007,"mnist/digits","Genie_0.5",10,0,0.013334274291992188
1594398806.25359,"mnist/digits","Genie_0.1",100,0,0.01654958724975586
1594398806.2696676,"mnist/digits","Genie_0.3",100,0,0.01604747772216797
1594398806.282754,"mnist/digits","Genie_0.5",100,0,0.013052940368652344
1594398806.2981522,"mnist/digits","Genie_0.1",1000,0,0.015345335006713867
1594398806.31311,"mnist/digits","Genie_0.3",1000,0,0.014926671981811523
1594398806.3260305,"mnist/digits","Genie_0.5",1000,0,0.01289057731628418
1594400721.6902456,"mnist/fashion","Genie_0.3",10,1,1897.876440525055
1594400797.878768,"mnist/fashion","Genie_0.3_approx",10,1,76.18848633766174
1594400838.807165,"mnist/fashion","sklearn_kmeans",10,1,40.92836284637451
1594401509.455048,"mnist/fashion","Genie_0.3",10,3,670.6274716854095
1594401552.724435,"mnist/fashion","Genie_0.3_approx",10,3,43.269352197647095
1594401582.8689384,"mnist/fashion","sklearn_kmeans",10,3,30.144471168518066
1594402047.1598456,"mnist/fashion","Genie_0.3",10,6,464.270005941391
1594402085.33494,"mnist/fashion","Genie_0.3_approx",10,6,38.175055503845215
1594402111.0859694,"mnist/fashion","sklearn_kmeans",10,6,25.750995874404907
1594402557.233273,"mnist/fashion","Genie_0.3",10,12,446.1258313655853
1594402595.4350426,"mnist/fashion","Genie_0.3_approx",10,12,38.20173120498657
1594402619.904587,"mnist/fashion","sklearn_kmeans",10,12,24.469510793685913
1594404518.1099536,"mnist/fashion","Genie_0.3",100,1,1898.18416762352
1594404594.4104133,"mnist/fashion","Genie_0.3_approx",100,1,76.30042552947998
1594404869.208517,"mnist/fashion","sklearn_kmeans",100,1,274.7980709075928
1594405544.8475385,"mnist/fashion","Genie_0.3",100,3,675.6179563999176
1594405587.9039388,"mnist/fashion","Genie_0.3_approx",100,3,43.05636739730835
1594405799.7414,"mnist/fashion","sklearn_kmeans",100,3,211.83742904663086
1594406264.2864766,"mnist/fashion","Genie_0.3",100,6,464.5222382545471
1594406302.4711368,"mnist/fashion","Genie_0.3_approx",100,6,38.184622287750244
1594406528.052816,"mnist/fashion","sklearn_kmeans",100,6,225.58164286613464
1594406974.18053,"mnist/fashion","Genie_0.3",100,12,446.1061899662018
1594407012.3289223,"mnist/fashion","Genie_0.3_approx",100,12,38.14835286140442
1594407255.888667,"mnist/fashion","sklearn_kmeans",100,12,243.55969142913818
1594409157.2677205,"mnist/fashion","Genie_0.3",1000,1,1901.3556559085846
1594409233.568169,"mnist/fashion","Genie_0.3_approx",1000,1,76.30041337013245
1594411105.134185,"mnist/fashion","sklearn_kmeans",1000,1,1871.5659799575806
1594411780.4057994,"mnist/fashion","Genie_0.3",1000,3,675.2503399848938
1594411823.5425205,"mnist/fashion","Genie_0.3_approx",1000,3,43.13668966293335
1594413586.8365467,"mnist/fashion","sklearn_kmeans",1000,3,1763.2939913272858
1594414051.225962,"mnist/fashion","Genie_0.3",1000,6,464.36823415756226
1594414089.3912818,"mnist/fashion","Genie_0.3_approx",1000,6,38.16528058052063
1594415835.2737558,"mnist/fashion","sklearn_kmeans",1000,6,1745.8824334144592
1594416281.474403,"mnist/fashion","Genie_0.3",1000,12,446.1793637275696
1594416319.6973643,"mnist/fashion","Genie_0.3_approx",1000,12,38.22292351722717
1594418083.7463155,"mnist/fashion","sklearn_kmeans",1000,12,1764.0489161014557
1594418083.7684345,"mnist/fashion","Genie_0.1",10,0,0.022077560424804688
1594418083.7850406,"mnist/fashion","Genie_0.3",10,0,0.01657247543334961
1594418083.7987082,"mnist/fashion","Genie_0.5",10,0,0.01363515853881836
1594418083.8196485,"mnist/fashion","Genie_0.1",100,0,0.020889759063720703
1594418083.8361492,"mnist/fashion","Genie_0.3",100,0,0.01646900177001953
1594418083.850097,"mnist/fashion","Genie_0.5",100,0,0.013916015625
1594418083.8698895,"mnist/fashion","Genie_0.1",1000,0,0.019742727279663086
1594418083.8859344,"mnist/fashion","Genie_0.3",1000,0,0.01601386070251465
1594418083.8999662,"mnist/fashion","Genie_0.5",1000,0,0.014000892639160156
1594418083.9780416,"g2mg/g2mg_8_30","Genie_0.3",10,1,0.0175628662109375
1594418084.2508345,"g2mg/g2mg_8_30","Genie_0.3_approx",10,1,0.2727634906768799
1594418084.395673,"g2mg/g2mg_8_30","sklearn_kmeans",10,1,0.14479374885559082
1594418084.4321344,"g2mg/g2mg_8_30","Genie_0.3",10,3,0.01503443717956543
1594418084.5451179,"g2mg/g2mg_8_30","Genie_0.3_approx",10,3,0.11295461654663086
1594418084.686584,"g2mg/g2mg_8_30","sklearn_kmeans",10,3,0.1414353847503662
1594418084.7216272,"g2mg/g2mg_8_30","Genie_0.3",10,6,0.013323068618774414
1594418084.7992034,"g2mg/g2mg_8_30","Genie_0.3_approx",10,6,0.0775454044342041
1594418084.9586065,"g2mg/g2mg_8_30","sklearn_kmeans",10,6,0.15937209129333496
1594418084.9920905,"g2mg/g2mg_8_30","Genie_0.3",10,12,0.012658119201660156
1594418085.0607212,"g2mg/g2mg_8_30","Genie_0.3_approx",10,12,0.0685880184173584
1594418085.2451487,"g2mg/g2mg_8_30","sklearn_kmeans",10,12,0.18439722061157227
1594418085.2851555,"g2mg/g2mg_8_30","Genie_0.3",100,1,0.018203020095825195
1594418085.561748,"g2mg/g2mg_8_30","Genie_0.3_approx",100,1,0.2765622138977051
1594418086.1069367,"g2mg/g2mg_8_30","sklearn_kmeans",100,1,0.5451576709747314
1594418086.1413639,"g2mg/g2mg_8_30","Genie_0.3",100,3,0.012501239776611328
1594418086.2552319,"g2mg/g2mg_8_30","Genie_0.3_approx",100,3,0.11384034156799316
1594418086.7540154,"g2mg/g2mg_8_30","sklearn_kmeans",100,3,0.4987523555755615
1594418086.7872312,"g2mg/g2mg_8_30","Genie_0.3",100,6,0.011141300201416016
1594418086.861764,"g2mg/g2mg_8_30","Genie_0.3_approx",100,6,0.07450342178344727
1594418087.383444,"g2mg/g2mg_8_30","sklearn_kmeans",100,6,0.5216493606567383
1594418087.4179313,"g2mg/g2mg_8_30","Genie_0.3",100,12,0.013544797897338867
1594418087.4877384,"g2mg/g2mg_8_30","Genie_0.3_approx",100,12,0.06976985931396484
1594418088.041709,"g2mg/g2mg_8_30","sklearn_kmeans",100,12,0.5539393424987793
1594418088.0819805,"g2mg/g2mg_8_30","Genie_0.3",1000,1,0.017754793167114258
1594418088.3517857,"g2mg/g2mg_8_30","Genie_0.3_approx",1000,1,0.2697770595550537
1594418092.6857765,"g2mg/g2mg_8_30","sklearn_kmeans",1000,1,4.333959102630615
1594418092.7257137,"g2mg/g2mg_8_30","Genie_0.3",1000,3,0.018894195556640625
1594418092.849584,"g2mg/g2mg_8_30","Genie_0.3_approx",1000,3,0.12384319305419922
1594418097.2059371,"g2mg/g2mg_8_30","sklearn_kmeans",1000,3,4.356321334838867
1594418097.240792,"g2mg/g2mg_8_30","Genie_0.3",1000,6,0.013791561126708984
1594418097.3336403,"g2mg/g2mg_8_30","Genie_0.3_approx",1000,6,0.0928184986114502
1594418101.7384846,"g2mg/g2mg_8_30","sklearn_kmeans",1000,6,4.404812812805176
1594418101.8444037,"g2mg/g2mg_8_30","Genie_0.3",1000,12,0.08481740951538086
1594418101.9160907,"g2mg/g2mg_8_30","Genie_0.3_approx",1000,12,0.07164645195007324
1594418106.3651283,"g2mg/g2mg_8_30","sklearn_kmeans",1000,12,4.449006795883179
1594418106.3656342,"g2mg/g2mg_8_30","Genie_0.1",10,0,0.0004634857177734375
1594418106.3660378,"g2mg/g2mg_8_30","Genie_0.3",10,0,0.00038623809814453125
1594418106.3663747,"g2mg/g2mg_8_30","Genie_0.5",10,0,0.0003223419189453125
1594418106.3667626,"g2mg/g2mg_8_30","Genie_0.1",100,0,0.00037384033203125
1594418106.3671384,"g2mg/g2mg_8_30","Genie_0.3",100,0,0.0003616809844970703
1594418106.3674657,"g2mg/g2mg_8_30","Genie_0.5",100,0,0.00031375885009765625
1594418106.3677087,"g2mg/g2mg_8_30","Genie_0.1",1000,0,0.00022864341735839844
1594418106.367955,"g2mg/g2mg_8_30","Genie_0.3",1000,0,0.000232696533203125
1594418106.3681924,"g2mg/g2mg_8_30","Genie_0.5",1000,0,0.00022459030151367188
1594418106.4654953,"g2mg/g2mg_16_30","Genie_0.3",10,1,0.029172658920288086
1594418106.7769766,"g2mg/g2mg_16_30","Genie_0.3_approx",10,1,0.31145215034484863
1594418106.9453967,"g2mg/g2mg_16_30","sklearn_kmeans",10,1,0.16838932037353516
1594418106.993148,"g2mg/g2mg_16_30","Genie_0.3",10,3,0.02689671516418457
1594418107.131687,"g2mg/g2mg_16_30","Genie_0.3_approx",10,3,0.13850736618041992
1594418107.302838,"g2mg/g2mg_16_30","sklearn_kmeans",10,3,0.17111897468566895
1594418107.3388684,"g2mg/g2mg_16_30","Genie_0.3",10,6,0.01533818244934082
1594418107.4425592,"g2mg/g2mg_16_30","Genie_0.3_approx",10,6,0.10364985466003418
1594418107.6208937,"g2mg/g2mg_16_30","sklearn_kmeans",10,6,0.17830300331115723
1594418107.7204802,"g2mg/g2mg_16_30","Genie_0.3",10,12,0.07758569717407227
1594418107.794433,"g2mg/g2mg_16_30","Genie_0.3_approx",10,12,0.07391047477722168
1594418108.010105,"g2mg/g2mg_16_30","sklearn_kmeans",10,12,0.21564126014709473
1594418108.0612946,"g2mg/g2mg_16_30","Genie_0.3",100,1,0.029016733169555664
1594418108.368673,"g2mg/g2mg_16_30","Genie_0.3_approx",100,1,0.30733585357666016
1594418108.955044,"g2mg/g2mg_16_30","sklearn_kmeans",100,1,0.5863406658172607
1594418109.000319,"g2mg/g2mg_16_30","Genie_0.3",100,3,0.0247037410736084
1594418109.138226,"g2mg/g2mg_16_30","Genie_0.3_approx",100,3,0.1378803253173828
1594418109.7179193,"g2mg/g2mg_16_30","sklearn_kmeans",100,3,0.579662561416626
1594418109.7570858,"g2mg/g2mg_16_30","Genie_0.3",100,6,0.017420530319213867
1594418109.8465466,"g2mg/g2mg_16_30","Genie_0.3_approx",100,6,0.0894320011138916
1594418110.4301066,"g2mg/g2mg_16_30","sklearn_kmeans",100,6,0.5835294723510742
1594418110.4900227,"g2mg/g2mg_16_30","Genie_0.3",100,12,0.039621591567993164
1594418110.5651464,"g2mg/g2mg_16_30","Genie_0.3_approx",100,12,0.07508254051208496
1594418111.123971,"g2mg/g2mg_16_30","sklearn_kmeans",100,12,0.5587935447692871
1594418111.173892,"g2mg/g2mg_16_30","Genie_0.3",1000,1,0.029240131378173828
1594418111.4787753,"g2mg/g2mg_16_30","Genie_0.3_approx",1000,1,0.3048551082611084
1594418116.2030306,"g2mg/g2mg_16_30","sklearn_kmeans",1000,1,4.7242231369018555
1594418116.243078,"g2mg/g2mg_16_30","Genie_0.3",1000,3,0.019297361373901367
1594418116.3779097,"g2mg/g2mg_16_30","Genie_0.3_approx",1000,3,0.13480377197265625
1594418121.1218617,"g2mg/g2mg_16_30","sklearn_kmeans",1000,3,4.743921756744385
1594418121.1596308,"g2mg/g2mg_16_30","Genie_0.3",1000,6,0.017005443572998047
1594418121.2563174,"g2mg/g2mg_16_30","Genie_0.3_approx",1000,6,0.09665656089782715
1594418125.9389353,"g2mg/g2mg_16_30","sklearn_kmeans",1000,6,4.682587385177612
1594418126.046218,"g2mg/g2mg_16_30","Genie_0.3",1000,12,0.08562946319580078
1594418126.1212797,"g2mg/g2mg_16_30","Genie_0.3_approx",1000,12,0.07498764991760254
1594418130.9172525,"g2mg/g2mg_16_30","sklearn_kmeans",1000,12,4.7959229946136475
1594418130.9177616,"g2mg/g2mg_16_30","Genie_0.1",10,0,0.0004684925079345703
1594418130.9181128,"g2mg/g2mg_16_30","Genie_0.3",10,0,0.0003337860107421875
1594418130.918421,"g2mg/g2mg_16_30","Genie_0.5",10,0,0.00029349327087402344
1594418130.9188256,"g2mg/g2mg_16_30","Genie_0.1",100,0,0.00038933753967285156
1594418130.919154,"g2mg/g2mg_16_30","Genie_0.3",100,0,0.0003142356872558594
1594418130.9194489,"g2mg/g2mg_16_30","Genie_0.5",100,0,0.0002808570861816406
1594418130.9197001,"g2mg/g2mg_16_30","Genie_0.1",1000,0,0.00023698806762695312
1594418130.9199343,"g2mg/g2mg_16_30","Genie_0.3",1000,0,0.00021982192993164062
1594418130.9201562,"g2mg/g2mg_16_30","Genie_0.5",1000,0,0.00020813941955566406
1594418131.0520484,"g2mg/g2mg_32_30","Genie_0.3",10,1,0.052771806716918945
1594418131.4022048,"g2mg/g2mg_32_30","Genie_0.3_approx",10,1,0.3501291275024414
1594418131.5803187,"g2mg/g2mg_32_30","sklearn_kmeans",10,1,0.1780850887298584
1594418131.641185,"g2mg/g2mg_32_30","Genie_0.3",10,3,0.040549516677856445
1594418131.7870364,"g2mg/g2mg_32_30","Genie_0.3_approx",10,3,0.14582085609436035
1594418131.9570765,"g2mg/g2mg_32_30","sklearn_kmeans",10,3,0.17000985145568848
1594418132.0041153,"g2mg/g2mg_32_30","Genie_0.3",10,6,0.025140047073364258
1594418132.156218,"g2mg/g2mg_32_30","Genie_0.3_approx",10,6,0.15206432342529297
1594418132.4005604,"g2mg/g2mg_32_30","sklearn_kmeans",10,6,0.24430036544799805
1594418132.500164,"g2mg/g2mg_32_30","Genie_0.3",10,12,0.07246088981628418
1594418132.5999582,"g2mg/g2mg_32_30","Genie_0.3_approx",10,12,0.09974431991577148
